,count,datetime,val1,val2,val3,val4
1532,第1533回,2005年3月31日,8,3,7,6
1533,第1534回,2005年4月1日,0,8,7,0
1534,第1535回,2005年4月4日,7,1,5,6
1535,第1536回,2005年4月5日,4,7,8,9
1536,第1537回,2005年4月6日,7,9,7,6
1537,第1538回,2005年4月7日,3,9,7,6
1538,第1539回,2005年4月8日,2,0,0,8
1539,第1540回,2005年4月11日,7,3,9,0
1540,第1541回,2005年4月12日,1,8,2,2
1541,第1542回,2005年4月13日,7,5,8,1
1542,第1543回,2005年4月14日,3,9,8,1
1543,第1544回,2005年4月15日,3,8,4,5
1544,第1545回,2005年4月18日,2,9,1,2
1545,第1546回,2005年4月19日,7,4,4,1
1546,第1547回,2005年4月20日,0,3,0,4
1547,第1548回,2005年4月21日,8,5,3,1
1548,第1549回,2005年4月22日,3,0,9,1
1549,第1550回,2005年4月25日,0,5,9,5
1550,第1551回,2005年4月26日,4,5,6,3
1551,第1552回,2005年4月27日,1,5,5,0
1552,第1553回,2005年4月28日,2,2,2,1
1553,第1554回,2005年4月29日,7,2,3,8
1554,第1555回,2005年5月2日,4,8,3,3
1555,第1556回,2005年5月3日,9,7,2,6
1556,第1557回,2005年5月4日,7,6,2,4
1557,第1558回,2005年5月5日,0,8,5,8
1558,第1559回,2005年5月6日,7,6,6,4
1559,第1560回,2005年5月9日,0,9,8,2
1560,第1561回,2005年5月10日,2,5,2,7
1561,第1562回,2005年5月11日,4,5,6,0
1562,第1563回,2005年5月12日,6,1,7,5
1563,第1564回,2005年5月13日,8,3,7,2
1564,第1565回,2005年5月16日,8,6,9,9
1565,第1566回,2005年5月17日,1,1,4,8
1566,第1567回,2005年5月18日,5,4,1,0
1567,第1568回,2005年5月19日,1,3,5,7
1568,第1569回,2005年5月20日,0,5,8,0
1569,第1570回,2005年5月23日,2,1,4,2
1570,第1571回,2005年5月24日,9,2,4,4
1571,第1572回,2005年5月25日,0,4,0,2
1572,第1573回,2005年5月26日,3,7,4,2
1573,第1574回,2005年5月27日,3,8,7,6
1574,第1575回,2005年5月30日,1,8,2,7
1575,第1576回,2005年5月31日,4,0,7,8
1576,第1577回,2005年6月1日,4,0,4,2
1577,第1578回,2005年6月2日,9,9,3,2
1578,第1579回,2005年6月3日,1,7,5,4
1579,第1580回,2005年6月6日,4,1,2,4
1580,第1581回,2005年6月7日,6,0,8,5
1581,第1582回,2005年6月8日,3,7,7,5
1582,第1583回,2005年6月9日,2,3,1,9
1583,第1584回,2005年6月10日,3,1,7,1
1584,第1585回,2005年6月13日,3,9,5,7
1585,第1586回,2005年6月14日,8,7,1,4
1586,第1587回,2005年6月15日,6,5,2,8
1587,第1588回,2005年6月16日,3,1,8,0
1588,第1589回,2005年6月17日,0,0,0,5
1589,第1590回,2005年6月20日,8,5,5,5
1590,第1591回,2005年6月21日,8,3,8,2
1591,第1592回,2005年6月22日,3,4,3,9
1592,第1593回,2005年6月23日,6,4,2,7
1593,第1594回,2005年6月24日,4,1,6,6
1594,第1595回,2005年6月27日,6,2,6,1
1595,第1596回,2005年6月28日,1,1,8,7
1596,第1597回,2005年6月29日,4,7,3,2
1597,第1598回,2005年6月30日,2,1,7,7
1598,第1599回,2005年7月1日,1,5,6,4
1599,第1600回,2005年7月4日,7,6,3,0
1600,第1601回,2005年7月5日,3,3,0,4
1601,第1602回,2005年7月6日,9,1,0,8
1602,第1603回,2005年7月7日,5,0,8,1
1603,第1604回,2005年7月8日,5,3,1,6
1604,第1605回,2005年7月11日,1,6,7,6
1605,第1606回,2005年7月12日,7,1,5,1
1606,第1607回,2005年7月13日,2,5,7,4
1607,第1608回,2005年7月14日,8,2,6,6
1608,第1609回,2005年7月15日,3,4,1,7
1609,第1610回,2005年7月18日,0,4,7,7
1610,第1611回,2005年7月19日,2,0,5,5
1611,第1612回,2005年7月20日,6,7,4,3
1612,第1613回,2005年7月21日,6,3,6,2
1613,第1614回,2005年7月22日,3,2,6,7
1614,第1615回,2005年7月25日,5,6,0,7
1615,第1616回,2005年7月26日,2,3,9,8
1616,第1617回,2005年7月27日,9,0,6,0
1617,第1618回,2005年7月28日,2,0,6,7
1618,第1619回,2005年7月29日,2,0,6,4
1619,第1620回,2005年8月1日,2,4,2,2
1620,第1621回,2005年8月2日,6,0,6,9
1621,第1622回,2005年8月3日,5,8,9,7
1622,第1623回,2005年8月4日,8,7,9,5
1623,第1624回,2005年8月5日,5,6,3,8
1624,第1625回,2005年8月8日,5,5,8,7
1625,第1626回,2005年8月9日,2,1,5,4
1626,第1627回,2005年8月10日,1,1,5,7
1627,第1628回,2005年8月11日,0,0,0,1
1628,第1629回,2005年8月12日,9,5,6,5
1629,第1630回,2005年8月15日,9,8,3,4
1630,第1631回,2005年8月16日,3,4,9,3
1631,第1632回,2005年8月17日,8,5,0,6
1632,第1633回,2005年8月18日,0,3,9,3
1633,第1634回,2005年8月19日,5,1,6,0
1634,第1635回,2005年8月22日,1,5,9,4
1635,第1636回,2005年8月23日,6,6,5,5
1636,第1637回,2005年8月24日,6,7,9,8
1637,第1638回,2005年8月25日,0,9,6,6
1638,第1639回,2005年8月26日,7,4,7,3
1639,第1640回,2005年8月29日,5,0,0,4
1640,第1641回,2005年8月30日,4,0,1,2
1641,第1642回,2005年8月31日,2,7,1,9
1642,第1643回,2005年9月1日,0,9,9,6
1643,第1644回,2005年9月2日,6,0,7,7
1644,第1645回,2005年9月5日,3,2,2,3
1645,第1646回,2005年9月6日,3,0,2,0
1646,第1647回,2005年9月7日,6,8,5,2
1647,第1648回,2005年9月8日,2,4,1,7
1648,第1649回,2005年9月9日,9,8,5,8
1649,第1650回,2005年9月12日,0,1,5,4
1650,第1651回,2005年9月13日,6,8,3,1
1651,第1652回,2005年9月14日,5,5,8,2
1652,第1653回,2005年9月15日,7,3,3,9
1653,第1654回,2005年9月16日,5,4,5,1
1654,第1655回,2005年9月19日,9,0,6,1
1655,第1656回,2005年9月20日,0,3,9,8
1656,第1657回,2005年9月21日,1,5,5,8
1657,第1658回,2005年9月22日,6,8,6,4
1658,第1659回,2005年9月23日,2,6,7,6
1659,第1660回,2005年9月26日,4,7,8,5
1660,第1661回,2005年9月27日,4,6,3,1
1661,第1662回,2005年9月28日,4,1,2,2
1662,第1663回,2005年9月29日,5,4,3,5
1663,第1664回,2005年9月30日,4,1,4,9
1664,第1665回,2005年10月3日,7,3,0,0
1665,第1666回,2005年10月4日,9,4,5,0
1666,第1667回,2005年10月5日,3,6,8,7
1667,第1668回,2005年10月6日,3,4,5,8
1668,第1669回,2005年10月7日,9,5,7,9
1669,第1670回,2005年10月10日,2,3,1,8
1670,第1671回,2005年10月11日,7,0,7,4
1671,第1672回,2005年10月12日,6,2,6,8
1672,第1673回,2005年10月13日,6,2,9,4
1673,第1674回,2005年10月14日,3,2,9,6
1674,第1675回,2005年10月17日,6,1,8,0
1675,第1676回,2005年10月18日,6,0,8,4
1676,第1677回,2005年10月19日,1,9,1,0
1677,第1678回,2005年10月20日,1,7,1,7
1678,第1679回,2005年10月21日,4,0,4,4
1679,第1680回,2005年10月24日,9,1,2,8
1680,第1681回,2005年10月25日,0,4,7,9
1681,第1682回,2005年10月26日,3,7,9,6
1682,第1683回,2005年10月27日,3,9,1,1
1683,第1684回,2005年10月28日,6,9,9,2
1684,第1685回,2005年10月31日,6,9,0,3
1685,第1686回,2005年11月1日,5,4,0,6
1686,第1687回,2005年11月2日,1,8,9,6
1687,第1688回,2005年11月3日,7,8,7,6
1688,第1689回,2005年11月4日,5,7,8,8
1689,第1690回,2005年11月7日,2,4,9,1
1690,第1691回,2005年11月8日,0,6,3,5
1691,第1692回,2005年11月9日,2,1,9,0
1692,第1693回,2005年11月10日,7,1,6,4
1693,第1694回,2005年11月11日,8,8,1,2
1694,第1695回,2005年11月14日,5,3,4,3
1695,第1696回,2005年11月15日,3,6,7,6
1696,第1697回,2005年11月16日,6,0,9,4
1697,第1698回,2005年11月17日,0,9,7,8
1698,第1699回,2005年11月18日,9,7,0,8
1699,第1700回,2005年11月21日,2,0,9,8
1700,第1701回,2005年11月22日,3,1,2,1
1701,第1702回,2005年11月23日,4,3,2,7
1702,第1703回,2005年11月24日,4,3,4,4
1703,第1704回,2005年11月25日,6,5,2,0
1704,第1705回,2005年11月28日,9,9,0,6
1705,第1706回,2005年11月29日,9,9,6,1
1706,第1707回,2005年11月30日,0,5,8,8
1707,第1708回,2005年12月1日,1,8,3,7
1708,第1709回,2005年12月2日,6,8,8,0
1709,第1710回,2005年12月5日,5,2,9,6
1710,第1711回,2005年12月6日,9,4,1,9
1711,第1712回,2005年12月7日,7,1,6,1
1712,第1713回,2005年12月8日,2,9,9,7
1713,第1714回,2005年12月9日,6,0,0,7
1714,第1715回,2005年12月12日,8,0,5,2
1715,第1716回,2005年12月13日,4,7,6,9
1716,第1717回,2005年12月14日,3,0,8,7
1717,第1718回,2005年12月15日,4,4,8,3
1718,第1719回,2005年12月16日,2,3,1,5
1719,第1720回,2005年12月19日,1,5,5,5
1720,第1721回,2005年12月20日,4,0,5,0
1721,第1722回,2005年12月21日,9,1,9,3
1722,第1723回,2005年12月22日,0,6,4,7
1723,第1724回,2005年12月23日,6,2,9,5
1724,第1725回,2005年12月26日,8,1,1,7
1725,第1726回,2005年12月27日,1,0,7,3
1726,第1727回,2005年12月28日,6,0,5,6
1727,第1728回,2005年12月29日,0,1,0,3
1728,第1729回,2005年12月30日,8,7,8,3
1729,第1730回,2006年1月4日,7,0,1,3
1730,第1731回,2006年1月5日,8,8,6,0
1731,第1732回,2006年1月6日,9,9,5,6
1732,第1733回,2006年1月9日,9,0,4,7
1733,第1734回,2006年1月10日,8,7,5,8
1734,第1735回,2006年1月11日,4,3,3,0
1735,第1736回,2006年1月12日,9,0,2,2
1736,第1737回,2006年1月13日,1,2,8,4
1737,第1738回,2006年1月16日,6,1,2,8
1738,第1739回,2006年1月17日,4,2,1,0
1739,第1740回,2006年1月18日,8,7,4,1
1740,第1741回,2006年1月19日,6,0,1,0
1741,第1742回,2006年1月20日,9,8,6,9
1742,第1743回,2006年1月23日,7,3,6,9
1743,第1744回,2006年1月24日,2,8,2,1
1744,第1745回,2006年1月25日,9,1,0,0
1745,第1746回,2006年1月26日,8,2,2,9
1746,第1747回,2006年1月27日,5,5,8,1
1747,第1748回,2006年1月30日,7,1,7,5
1748,第1749回,2006年1月31日,2,3,1,8
1749,第1750回,2006年2月1日,2,7,9,9
1750,第1751回,2006年2月2日,2,4,8,0
1751,第1752回,2006年2月3日,5,4,2,4
1752,第1753回,2006年2月6日,2,6,4,1
1753,第1754回,2006年2月7日,8,7,2,3
1754,第1755回,2006年2月8日,0,2,8,4
1755,第1756回,2006年2月9日,7,1,2,5
1756,第1757回,2006年2月10日,1,5,9,6
1757,第1758回,2006年2月13日,8,3,8,5
1758,第1759回,2006年2月14日,2,0,8,5
1759,第1760回,2006年2月15日,0,1,9,1
1760,第1761回,2006年2月16日,0,9,7,8
1761,第1762回,2006年2月17日,9,2,1,6
1762,第1763回,2006年2月20日,6,1,0,8
1763,第1764回,2006年2月21日,3,8,9,9
1764,第1765回,2006年2月22日,2,9,4,7
1765,第1766回,2006年2月23日,8,8,2,4
1766,第1767回,2006年2月24日,5,2,0,9
1767,第1768回,2006年2月27日,2,3,8,4
1768,第1769回,2006年2月28日,5,9,8,3
1769,第1770回,2006年3月1日,7,5,5,0
1770,第1771回,2006年3月2日,2,7,0,7
1771,第1772回,2006年3月3日,0,5,9,9
1772,第1773回,2006年3月6日,3,0,1,6
1773,第1774回,2006年3月7日,3,5,3,7
1774,第1775回,2006年3月8日,5,1,3,9
1775,第1776回,2006年3月9日,2,6,8,2
1776,第1777回,2006年3月10日,7,2,4,6
1777,第1778回,2006年3月13日,9,4,2,4
1778,第1779回,2006年3月14日,4,8,6,3
1779,第1780回,2006年3月15日,7,1,1,1
1780,第1781回,2006年3月16日,7,9,7,5
1781,第1782回,2006年3月17日,7,8,7,7
1782,第1783回,2006年3月20日,0,3,6,4
1783,第1784回,2006年3月21日,4,1,0,1
1784,第1785回,2006年3月22日,9,5,9,9
1785,第1786回,2006年3月23日,3,9,5,3
1786,第1787回,2006年3月24日,3,1,0,3
1787,第1788回,2006年3月27日,6,0,9,5
1788,第1789回,2006年3月28日,6,4,7,6
1789,第1790回,2006年3月29日,4,8,2,1
1790,第1791回,2006年3月30日,2,3,7,9
1791,第1792回,2006年3月31日,3,3,3,7
1792,第1793回,2006年4月3日,7,1,9,3
1793,第1794回,2006年4月4日,7,4,7,6
1794,第1795回,2006年4月5日,7,3,4,8
1795,第1796回,2006年4月6日,6,0,2,9
1796,第1797回,2006年4月7日,8,5,7,0
1797,第1798回,2006年4月10日,3,4,4,0
1798,第1799回,2006年4月11日,1,6,5,5
1799,第1800回,2006年4月12日,8,1,9,2
1800,第1801回,2006年4月13日,6,9,2,2
1801,第1802回,2006年4月14日,3,0,0,0
1802,第1803回,2006年4月17日,8,1,4,7
1803,第1804回,2006年4月18日,4,3,9,3
1804,第1805回,2006年4月19日,8,6,8,0
1805,第1806回,2006年4月20日,1,8,9,6
1806,第1807回,2006年4月21日,5,1,8,7
1807,第1808回,2006年4月24日,2,6,0,7
1808,第1809回,2006年4月25日,5,5,1,9
1809,第1810回,2006年4月26日,7,3,5,8
1810,第1811回,2006年4月27日,3,3,8,8
1811,第1812回,2006年4月28日,9,8,9,4
1812,第1813回,2006年5月1日,5,2,0,5
1813,第1814回,2006年5月2日,8,8,6,2
1814,第1815回,2006年5月3日,7,0,6,8
1815,第1816回,2006年5月4日,7,3,2,1
1816,第1817回,2006年5月5日,7,1,0,2
1817,第1818回,2006年5月8日,0,9,1,5
1818,第1819回,2006年5月9日,3,8,9,1
1819,第1820回,2006年5月10日,5,7,2,7
1820,第1821回,2006年5月11日,8,0,2,4
1821,第1822回,2006年5月12日,3,4,0,1
1822,第1823回,2006年5月15日,7,8,8,1
1823,第1824回,2006年5月16日,2,3,1,0
1824,第1825回,2006年5月17日,4,6,3,4
1825,第1826回,2006年5月18日,1,2,3,1
1826,第1827回,2006年5月19日,5,0,7,2
1827,第1828回,2006年5月22日,8,8,3,7
1828,第1829回,2006年5月23日,9,0,5,0
1829,第1830回,2006年5月24日,4,6,2,6
1830,第1831回,2006年5月25日,8,4,6,5
1831,第1832回,2006年5月26日,0,2,1,1
1832,第1833回,2006年5月29日,3,6,5,0
1833,第1834回,2006年5月30日,7,4,6,6
1834,第1835回,2006年5月31日,3,3,8,8
1835,第1836回,2006年6月1日,8,4,2,0
1836,第1837回,2006年6月2日,2,6,8,5
1837,第1838回,2006年6月5日,1,5,0,8
1838,第1839回,2006年6月6日,1,7,7,5
1839,第1840回,2006年6月7日,8,7,0,5
1840,第1841回,2006年6月8日,8,5,5,7
1841,第1842回,2006年6月9日,8,4,5,1
1842,第1843回,2006年6月12日,4,5,0,5
1843,第1844回,2006年6月13日,9,6,0,1
1844,第1845回,2006年6月14日,8,5,6,7
1845,第1846回,2006年6月15日,2,6,5,5
1846,第1847回,2006年6月16日,8,9,1,2
1847,第1848回,2006年6月19日,8,7,1,7
1848,第1849回,2006年6月20日,4,9,9,1
1849,第1850回,2006年6月21日,5,6,7,1
1850,第1851回,2006年6月22日,3,6,5,4
1851,第1852回,2006年6月23日,0,7,7,2
1852,第1853回,2006年6月26日,3,4,4,4
1853,第1854回,2006年6月27日,3,8,9,5
1854,第1855回,2006年6月28日,6,0,5,1
1855,第1856回,2006年6月29日,6,7,8,2
1856,第1857回,2006年6月30日,2,3,3,1
1857,第1858回,2006年7月3日,2,7,3,4
1858,第1859回,2006年7月4日,1,0,5,3
1859,第1860回,2006年7月5日,6,5,3,4
1860,第1861回,2006年7月6日,8,0,0,0
1861,第1862回,2006年7月7日,7,4,7,9
1862,第1863回,2006年7月10日,1,2,4,4
1863,第1864回,2006年7月11日,9,6,6,8
1864,第1865回,2006年7月12日,1,8,0,0
1865,第1866回,2006年7月13日,4,8,1,3
1866,第1867回,2006年7月14日,9,6,1,6
1867,第1868回,2006年7月17日,2,3,1,9
1868,第1869回,2006年7月18日,7,0,0,4
1869,第1870回,2006年7月19日,7,6,5,5
1870,第1871回,2006年7月20日,1,5,5,6
1871,第1872回,2006年7月21日,9,2,1,7
1872,第1873回,2006年7月24日,4,0,7,4
1873,第1874回,2006年7月25日,4,7,1,7
1874,第1875回,2006年7月26日,4,6,5,8
1875,第1876回,2006年7月27日,4,6,3,5
1876,第1877回,2006年7月28日,3,8,0,7
1877,第1878回,2006年7月31日,3,9,6,0
1878,第1879回,2006年8月1日,4,9,9,3
1879,第1880回,2006年8月2日,3,5,6,2
1880,第1881回,2006年8月3日,4,5,3,3
1881,第1882回,2006年8月4日,4,1,5,9
1882,第1883回,2006年8月7日,2,0,9,1
1883,第1884回,2006年8月8日,8,9,1,1
1884,第1885回,2006年8月9日,2,8,8,3
1885,第1886回,2006年8月10日,1,7,0,0
1886,第1887回,2006年8月11日,9,7,1,4
1887,第1888回,2006年8月14日,7,7,1,7
1888,第1889回,2006年8月15日,6,7,0,2
1889,第1890回,2006年8月16日,5,9,9,8
1890,第1891回,2006年8月17日,5,1,2,1
1891,第1892回,2006年8月18日,5,1,5,1
1892,第1893回,2006年8月21日,4,7,3,7
1893,第1894回,2006年8月22日,4,8,6,8
1894,第1895回,2006年8月23日,6,3,5,4
1895,第1896回,2006年8月24日,5,1,4,1
1896,第1897回,2006年8月25日,0,6,9,5
1897,第1898回,2006年8月28日,4,5,4,6
1898,第1899回,2006年8月29日,2,5,9,5
1899,第1900回,2006年8月30日,0,2,7,5
1900,第1901回,2006年8月31日,0,7,7,4
1901,第1902回,2006年9月1日,6,2,7,5
1902,第1903回,2006年9月4日,9,5,8,7
1903,第1904回,2006年9月5日,0,3,8,5
1904,第1905回,2006年9月6日,5,4,3,0
1905,第1906回,2006年9月7日,3,4,3,0
1906,第1907回,2006年9月8日,6,8,4,0
1907,第1908回,2006年9月11日,6,7,9,6
1908,第1909回,2006年9月12日,3,7,0,8
1909,第1910回,2006年9月13日,1,1,2,8
1910,第1911回,2006年9月14日,9,2,2,2
1911,第1912回,2006年9月15日,7,6,6,0
1912,第1913回,2006年9月18日,2,3,1,1
1913,第1914回,2006年9月19日,6,0,0,4
1914,第1915回,2006年9月20日,6,9,3,0
1915,第1916回,2006年9月21日,6,1,2,0
1916,第1917回,2006年9月22日,7,9,3,7
1917,第1918回,2006年9月25日,7,6,7,4
1918,第1919回,2006年9月26日,3,8,5,0
1919,第1920回,2006年9月27日,9,5,8,6
1920,第1921回,2006年9月28日,0,4,6,2
1921,第1922回,2006年9月29日,2,5,6,0
1922,第1923回,2006年10月2日,6,0,1,5
1923,第1924回,2006年10月3日,4,1,8,6
1924,第1925回,2006年10月4日,0,2,9,5
1925,第1926回,2006年10月5日,8,4,9,0
1926,第1927回,2006年10月6日,1,8,6,0
1927,第1928回,2006年10月9日,4,3,3,5
1928,第1929回,2006年10月10日,4,1,5,6
1929,第1930回,2006年10月11日,3,3,7,5
1930,第1931回,2006年10月12日,5,5,1,1
1931,第1932回,2006年10月13日,2,9,3,9
1932,第1933回,2006年10月16日,0,9,9,4
1933,第1934回,2006年10月17日,3,6,2,0
1934,第1935回,2006年10月18日,4,6,6,7
1935,第1936回,2006年10月19日,2,7,1,3
1936,第1937回,2006年10月20日,7,7,4,9
1937,第1938回,2006年10月23日,3,2,8,2
1938,第1939回,2006年10月24日,6,3,5,9
1939,第1940回,2006年10月25日,9,9,5,9
1940,第1941回,2006年10月26日,9,8,9,6
1941,第1942回,2006年10月27日,5,9,3,2
1942,第1943回,2006年10月30日,2,8,1,2
1943,第1944回,2006年10月31日,4,2,3,9
1944,第1945回,2006年11月1日,0,9,9,1
1945,第1946回,2006年11月2日,8,2,8,3
1946,第1947回,2006年11月3日,9,6,6,1
1947,第1948回,2006年11月6日,0,6,8,6
1948,第1949回,2006年11月7日,6,1,2,0
1949,第1950回,2006年11月8日,5,5,1,7
1950,第1951回,2006年11月9日,7,7,8,3
1951,第1952回,2006年11月10日,9,6,6,4
1952,第1953回,2006年11月13日,7,1,8,1
1953,第1954回,2006年11月14日,1,4,2,2
1954,第1955回,2006年11月15日,8,5,5,5
1955,第1956回,2006年11月16日,9,3,4,9
1956,第1957回,2006年11月17日,1,5,8,3
1957,第1958回,2006年11月20日,6,2,8,5
1958,第1959回,2006年11月21日,0,6,1,8
1959,第1960回,2006年11月22日,0,8,4,3
1960,第1961回,2006年11月23日,1,6,4,6
1961,第1962回,2006年11月24日,1,2,0,1
1962,第1963回,2006年11月27日,9,9,8,5
1963,第1964回,2006年11月28日,7,9,9,4
1964,第1965回,2006年11月29日,9,3,5,7
1965,第1966回,2006年11月30日,3,8,0,4
1966,第1967回,2006年12月1日,6,7,8,8
1967,第1968回,2006年12月4日,9,9,0,9
1968,第1969回,2006年12月5日,6,7,6,5
1969,第1970回,2006年12月6日,1,9,5,7
1970,第1971回,2006年12月7日,7,8,3,8
1971,第1972回,2006年12月8日,0,9,5,6
1972,第1973回,2006年12月11日,9,3,3,8
1973,第1974回,2006年12月12日,4,8,5,7
1974,第1975回,2006年12月13日,0,5,7,6
1975,第1976回,2006年12月14日,8,5,1,4
1976,第1977回,2006年12月15日,3,3,9,6
1977,第1978回,2006年12月18日,5,9,4,3
1978,第1979回,2006年12月19日,4,7,1,7
1979,第1980回,2006年12月20日,5,1,4,8
1980,第1981回,2006年12月21日,2,9,7,2
1981,第1982回,2006年12月22日,5,3,7,5
1982,第1983回,2006年12月25日,4,3,8,1
1983,第1984回,2006年12月26日,4,1,9,3
1984,第1985回,2006年12月27日,5,8,2,3
1985,第1986回,2006年12月28日,1,7,8,4
1986,第1987回,2006年12月29日,7,3,5,8
1987,第1988回,2007年1月4日,9,6,6,4
1988,第1989回,2007年1月5日,0,1,3,3
1989,第1990回,2007年1月8日,7,3,1,1
1990,第1991回,2007年1月9日,4,6,3,4
1991,第1992回,2007年1月10日,8,3,8,5
1992,第1993回,2007年1月11日,1,3,4,4
1993,第1994回,2007年1月12日,0,1,3,9
1994,第1995回,2007年1月15日,6,4,2,6
1995,第1996回,2007年1月16日,8,5,9,2
1996,第1997回,2007年1月17日,4,2,8,6
1997,第1998回,2007年1月18日,0,4,4,6
1998,第1999回,2007年1月19日,1,2,9,4
1999,第2000回,2007年1月22日,6,0,4,5
2000,第2001回,2007年1月23日,7,9,8,2
2001,第2002回,2007年1月24日,2,7,0,3
2002,第2003回,2007年1月25日,2,8,9,2
2003,第2004回,2007年1月26日,0,1,4,6
2004,第2005回,2007年1月29日,4,0,5,2
2005,第2006回,2007年1月30日,5,4,4,0
2006,第2007回,2007年1月31日,8,7,9,9
2007,第2008回,2007年2月1日,8,9,9,9
2008,第2009回,2007年2月2日,5,0,2,2
2009,第2010回,2007年2月5日,1,2,1,5
2010,第2011回,2007年2月6日,6,6,1,6
2011,第2012回,2007年2月7日,7,0,8,4
2012,第2013回,2007年2月8日,9,1,7,6
2013,第2014回,2007年2月9日,7,8,4,8
2014,第2015回,2007年2月12日,2,8,7,1
2015,第2016回,2007年2月13日,4,0,7,1
2016,第2017回,2007年2月14日,2,9,3,3
2017,第2018回,2007年2月15日,8,2,5,3
2018,第2019回,2007年2月16日,0,9,6,9
2019,第2020回,2007年2月19日,6,5,1,8
2020,第2021回,2007年2月20日,1,2,9,9
2021,第2022回,2007年2月21日,6,9,2,9
2022,第2023回,2007年2月22日,3,1,0,9
2023,第2024回,2007年2月23日,2,4,1,0
2024,第2025回,2007年2月26日,7,5,4,6
2025,第2026回,2007年2月27日,2,7,0,6
2026,第2027回,2007年2月28日,0,6,6,6
2027,第2028回,2007年3月1日,0,4,9,7
2028,第2029回,2007年3月2日,5,4,8,6
2029,第2030回,2007年3月5日,1,5,0,1
2030,第2031回,2007年3月6日,0,6,2,5
2031,第2032回,2007年3月7日,4,4,7,8
2032,第2033回,2007年3月8日,3,0,3,6
2033,第2034回,2007年3月9日,0,5,8,1
2034,第2035回,2007年3月12日,2,6,7,5
2035,第2036回,2007年3月13日,2,3,5,6
2036,第2037回,2007年3月14日,6,7,3,8
2037,第2038回,2007年3月15日,4,8,6,1
2038,第2039回,2007年3月16日,4,7,3,8
2039,第2040回,2007年3月19日,3,8,7,6
2040,第2041回,2007年3月20日,9,3,1,6
2041,第2042回,2007年3月21日,5,9,7,3
2042,第2043回,2007年3月22日,3,8,4,0
2043,第2044回,2007年3月23日,4,4,3,2
2044,第2045回,2007年3月26日,8,0,6,9
2045,第2046回,2007年3月27日,4,8,7,4
2046,第2047回,2007年3月28日,3,8,7,7
2047,第2048回,2007年3月29日,4,0,2,2
2048,第2049回,2007年3月30日,4,0,0,7
2049,第2050回,2007年4月2日,4,6,1,9
2050,第2051回,2007年4月3日,6,1,1,5
2051,第2052回,2007年4月4日,1,9,2,9
2052,第2053回,2007年4月5日,9,6,6,2
2053,第2054回,2007年4月6日,2,3,6,1
2054,第2055回,2007年4月9日,0,6,6,9
2055,第2056回,2007年4月10日,3,3,5,7
2056,第2057回,2007年4月11日,6,8,5,7
2057,第2058回,2007年4月12日,5,4,0,4
2058,第2059回,2007年4月13日,7,2,3,8
2059,第2060回,2007年4月16日,0,4,1,6
2060,第2061回,2007年4月17日,6,0,3,0
2061,第2062回,2007年4月18日,7,5,3,2
2062,第2063回,2007年4月19日,7,2,6,9
2063,第2064回,2007年4月20日,3,4,7,9
2064,第2065回,2007年4月23日,3,8,8,4
2065,第2066回,2007年4月24日,8,2,7,7
2066,第2067回,2007年4月25日,6,3,5,6
2067,第2068回,2007年4月26日,6,7,4,9
2068,第2069回,2007年4月27日,4,4,1,4
2069,第2070回,2007年4月30日,6,9,9,5
2070,第2071回,2007年5月1日,6,8,3,9
2071,第2072回,2007年5月2日,1,4,0,4
2072,第2073回,2007年5月3日,4,0,8,1
2073,第2074回,2007年5月4日,6,2,0,7
2074,第2075回,2007年5月7日,6,9,2,2
2075,第2076回,2007年5月8日,4,5,5,0
2076,第2077回,2007年5月9日,4,1,3,7
2077,第2078回,2007年5月10日,9,5,0,2
2078,第2079回,2007年5月11日,1,6,0,5
2079,第2080回,2007年5月14日,6,8,1,8
2080,第2081回,2007年5月15日,2,8,2,1
2081,第2082回,2007年5月16日,3,1,0,7
2082,第2083回,2007年5月17日,4,6,2,0
2083,第2084回,2007年5月18日,2,2,7,3
2084,第2085回,2007年5月21日,2,2,0,9
2085,第2086回,2007年5月22日,6,4,0,7
2086,第2087回,2007年5月23日,1,7,7,0
2087,第2088回,2007年5月24日,0,5,3,1
2088,第2089回,2007年5月25日,2,6,9,6
2089,第2090回,2007年5月28日,4,6,1,2
2090,第2091回,2007年5月29日,1,4,8,5
2091,第2092回,2007年5月30日,6,4,8,0
2092,第2093回,2007年5月31日,2,1,8,4
2093,第2094回,2007年6月1日,0,5,9,2
2094,第2095回,2007年6月4日,1,9,1,7
2095,第2096回,2007年6月5日,0,5,2,1
2096,第2097回,2007年6月6日,7,9,5,5
2097,第2098回,2007年6月7日,5,0,1,9
2098,第2099回,2007年6月8日,9,9,0,9
2099,第2100回,2007年6月11日,6,5,0,9
2100,第2101回,2007年6月12日,2,9,0,9
2101,第2102回,2007年6月13日,9,0,6,0
2102,第2103回,2007年6月14日,3,0,9,7
2103,第2104回,2007年6月15日,8,7,5,1
2104,第2105回,2007年6月18日,5,0,5,9
2105,第2106回,2007年6月19日,9,5,9,5
2106,第2107回,2007年6月20日,2,5,0,2
2107,第2108回,2007年6月21日,8,9,3,6
2108,第2109回,2007年6月22日,3,4,8,8
2109,第2110回,2007年6月25日,8,5,9,4
2110,第2111回,2007年6月26日,0,1,7,3
2111,第2112回,2007年6月27日,1,5,1,9
2112,第2113回,2007年6月28日,5,0,8,8
2113,第2114回,2007年6月29日,3,7,0,6
